Incident Number,Exposure Number,ID,Address,Incident Date,Call Number,Alarm DtTm,Arrival DtTm,Close DtTm,City,zipcode,Battalion,Station Area,Box,Suppression Units,Suppression Personnel,EMS Units,EMS Personnel,Other Units,Other Personnel,First Unit On Scene,Estimated Property Loss,Estimated Contents Loss,Fire Fatalities,Fire Injuries,Civilian Fatalities,Civilian Injuries,Number of Alarms,Primary Situation,Mutual Aid,Action Taken Primary,Action Taken Secondary,Action Taken Other,Detector Alerted Occupants,Property Use,Area of Fire Origin,Ignition Cause,Ignition Factor Primary,Ignition Factor Secondary,Heat Source,Item First Ignited,Human Factors Associated with Ignition,Structure Type,Structure Status,Floor of Fire Origin,Fire Spread,No Flame Spread,Number of floors with minimum damage,Number of floors with significant damage,Number of floors with heavy damage,Number of floors with extreme damage,Detectors Present,Detector Type,Detector Operation,Detector Effectiveness,Detector Failure Reason,Automatic Extinguishing System Present,Automatic Extinguishing Sytem Type,Automatic Extinguishing Sytem Perfomance,Automatic Extinguishing Sytem Failure Reason,Number of Sprinkler Heads Operating,Supervisor District,neighborhood_district,point,data_as_of,data_loaded_at
20030640,0,200306400,2320 33RD AVENUE,2020/03/10,200702875,2020/03/10 03:57:28 PM,2020/03/10 04:00:01 PM,2020/03/10 04:13:34 PM,San Francisco,94116,B08,18,7555,9,33,1,2,1,2,,,,0,0,0,0,1,"113 Cooking fire, confined to container",N None,86 Investigate,,,1 Detector alerted occupants,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,4,Sunset/Parkside,POINT (-122.490705 37.743838),2020/03/10 04:13:34 PM,2025/03/16 02:20:48 AM
20030657,0,200306570,785 6TH AVENUE,2020/03/10,200703024,2020/03/10 04:26:38 PM,2020/03/10 04:28:25 PM,2020/03/10 04:41:41 PM,San Francisco,94118,B07,31,7132,4,15,0,0,0,0,,,,0,0,0,0,1,412 Gas leak (natural gas or LPG),N None,86 Investigate,,,,"400 Residential, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Inner Richmond,POINT (-122.463858 37.773917),2020/03/10 04:41:41 PM,2025/03/16 02:20:48 AM
20030658,0,200306580,800 80 EB BAY BRANCH,2020/03/10,200703026,2020/03/10 04:27:00 PM,2020/03/10 04:37:34 PM,2020/03/10 04:55:48 PM,San Francisco,94103,B03,48,2951,1,4,2,4,0,0,,,,0,0,0,0,1,"300 Rescue, EMS incident, other",N None,86 Investigate,,,,"921 Bridge, trestle",,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,POINT (-122.337061 37.820633),2020/03/10 04:55:48 PM,2025/03/16 02:20:48 AM
20030666,0,200306660,POWELL STREET,2020/03/10,200703089,2020/03/10 04:43:26 PM,2020/03/10 04:47:25 PM,2020/03/10 05:03:50 PM,San Francisco,94133,B01,28,1351,1,4,0,0,0,0,,,,0,0,0,0,1,"300 Rescue, EMS incident, other",N None,86 Investigate,31 Provide first aid & check for injuries,,,"960 Street, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,North Beach,POINT (-122.411023 37.80117),2020/03/10 05:03:50 PM,2025/03/16 02:20:48 AM
20030667,0,200306670,2573 3RD STREET,2020/03/10,200703103,2020/03/10 04:46:24 PM,2020/03/10 04:50:42 PM,2020/03/10 05:24:04 PM,San Francisco,94107,B10,25,2533,1,4,0,0,0,0,,,,0,0,0,0,1,"320 Emergency medical service incident, other",N None,32 Provide basic life support (BLS),,,,"500 Mercantile, business, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,10,Potrero Hill,POINT (-122.388102 37.757065),2020/03/10 05:24:04 PM,2025/03/16 02:20:48 AM
20030670,0,200306700,150 FONT,2020/03/10,200703124,2020/03/10 04:52:57 PM,2020/03/10 04:57:20 PM,2020/03/10 05:19:46 PM,San Francisco,94132,B08,33,8422,3,11,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,7,Lakeshore,POINT (-122.473678 37.715515),2020/03/10 05:19:46 PM,2025/03/16 02:20:48 AM
20030672,0,200306720,26TH STREET,2020/03/10,200703142,2020/03/10 04:56:34 PM,2020/03/10 05:01:06 PM,2020/03/10 05:45:47 PM,San Francisco,94110,B06,11,5613,1,4,1,2,0,0,,,,0,0,0,0,1,322 Motor vehicle accident with injuries,N None,31 Provide first aid & check for injuries,,,,"960 Street, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Mission,POINT (-122.420354 37.748906),2020/03/10 05:45:47 PM,2025/03/16 02:20:48 AM
20030674,0,200306740,875 POST STREET,2020/03/10,200703172,2020/03/10 05:04:14 PM,2020/03/10 05:06:17 PM,2020/03/10 05:17:16 PM,San Francisco,94109,B04,03,1543,3,11,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,63 Restore fire alarm system,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Tenderloin,POINT (-122.416182 37.787234),2020/03/10 05:17:16 PM,2025/03/16 02:20:48 AM
20030676,0,200306760,DIVISION STREET,2020/03/10,200703188,2020/03/10 05:08:12 PM,2020/03/10 05:10:54 PM,2020/03/10 05:25:11 PM,San Francisco,94103,B03,29,2326,1,4,0,0,0,0,,,,0,0,0,0,1,"600 Good intent call, other",N None,"70 Assistance, other",,,,UUU Undetermined,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.404992 37.769717),2020/03/10 05:25:11 PM,2025/03/16 02:20:48 AM
20030689,0,200306890,2770 TAYLOR STREET,2020/03/10,200703305,2020/03/10 05:33:41 PM,2020/03/10 05:38:40 PM,2020/03/10 05:47:39 PM,San Francisco,94133,B01,28,1433,3,11,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,161 Restaurant or cafeteria,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,North Beach,POINT (-122.415661 37.807926),2020/03/10 05:47:39 PM,2025/03/16 02:20:48 AM
20030697,0,200306970,26TH STREET,2020/03/10,200703396,2020/03/10 05:55:44 PM,2020/03/10 06:04:59 PM,2020/03/10 07:19:16 PM,San Francisco,94110,B06,11,5613,1,4,2,3,0,0,,,,0,0,0,0,1,322 Motor vehicle accident with injuries,N None,31 Provide first aid & check for injuries,,,,"960 Street, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Mission,POINT (-122.415391 37.749207),2020/03/10 07:19:16 PM,2025/03/16 02:20:48 AM
20030699,0,200306990,BATTERY STREET,2020/03/10,200703425,2020/03/10 06:00:08 PM,2020/03/10 06:02:37 PM,2020/03/10 06:02:59 PM,San Francisco,94111,B01,13,1167,2,9,0,0,0,0,,,,0,0,0,0,1,"711 Municipal alarm system, malicious false alarm",N None,86 Investigate,,,,"960 Street, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.399766 37.792259),2020/03/10 06:02:59 PM,2025/03/16 02:20:48 AM
20030714,0,200307140,3 MASONIC AVENUE,2020/03/10,200703565,2020/03/10 06:29:10 PM,2020/03/10 06:31:45 PM,2020/03/10 06:42:09 PM,San Francisco,94118,B05,10,4371,1,4,0,0,0,0,,,,0,0,0,0,1,322 Motor vehicle accident with injuries,N None,32 Provide basic life support (BLS),,,,"519 Food and beverage sales, grocery store",,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Presidio Heights,POINT (-122.447754 37.783356),2020/03/10 06:42:09 PM,2025/03/16 02:20:48 AM
20030724,0,200307240,88 KEARNY STREET,2020/03/10,200703703,2020/03/10 07:00:18 PM,2020/03/10 07:04:00 PM,2020/03/10 07:10:25 PM,San Francisco,94103,B01,13,1241,3,11,0,0,0,0,,,,0,0,0,0,1,"743 Smoke detector activation, no fire - unintentional",N None,86 Investigate,,,,599 Business office,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Financial District/South Beach,POINT (-122.40348 37.788748),2020/03/10 07:10:25 PM,2025/03/16 02:20:48 AM
20030727,0,200307270,473 ELLIS STREET,2020/03/10,200703732,2020/03/10 07:06:06 PM,2020/03/10 07:10:16 PM,2020/03/10 07:16:06 PM,San Francisco,94102,B03,03,1461,3,11,3,4,0,0,,,,0,0,0,0,1,"311 Medical assist, assist EMS crew",N None,86 Investigate,,,,"439 Boarding/rooming house, residential hotels",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.413923 37.784437),2020/03/10 07:16:06 PM,2025/03/16 02:20:48 AM
20030733,0,200307330,VAN NESS AVENUE,2020/03/10,200703780,2020/03/10 07:20:10 PM,2020/03/10 07:23:24 PM,2020/03/10 07:23:44 PM,San Francisco,94102,B02,05,3164,2,9,0,0,0,0,,,,0,0,0,0,1,"711 Municipal alarm system, malicious false alarm",N None,86 Investigate,,,,"962 Residential street, road or residential driveway",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.420441 37.78103),2020/03/10 07:23:44 PM,2025/03/16 02:20:48 AM
20030736,0,200307360,4545 ANZA STREET,2020/03/10,200703799,2020/03/10 07:25:53 PM,2020/03/10 07:29:04 PM,2020/03/10 07:39:26 PM,San Francisco,94121,B07,34,0725,3,10,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,215 High school/junior high school/middle school,,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.496883 37.777069),2020/03/10 07:39:26 PM,2025/03/16 02:20:48 AM
20030737,0,200307370,2100 SUNNYDALE AVENUE,2020/03/10,200703805,2020/03/10 07:27:04 PM,2020/03/10 07:51:45 PM,2020/03/10 08:00:21 PM,San Francisco,94134,B09,43,0624,1,4,0,0,0,0,,,,0,0,0,0,1,"150 Outside rubbish fire, other",N None,11 Extinguishment by fire service personnel,,,,0000 Tent/Encampment,,,,,,,,,,,,NA,,,,,,,,,,,,,,,10,McLaren Park,POINT (-122.425139 37.714904),2020/03/10 08:00:21 PM,2025/03/16 02:20:48 AM
20030741,0,200307410,1424 LOMBARD STREET,2020/03/10,200703847,2020/03/10 07:39:17 PM,2020/03/10 07:40:47 PM,2020/03/10 07:57:08 PM,San Francisco,94123,B04,16,3235,8,29,2,4,1,2,,,,0,0,0,0,1,"600 Good intent call, other",N None,86 Investigate,,,,161 Restaurant or cafeteria,,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Marina,POINT (-122.425001 37.801315),2020/03/10 07:57:08 PM,2025/03/16 02:20:48 AM
20030742,0,200307420,2609 LAKE ST 1,2020/03/10,200703882,2020/03/10 07:50:55 PM,2020/03/10 07:54:25 PM,2020/03/10 08:10:38 PM,San Francisco,94121,B07,14,7217,3,10,0,0,0,0,,,,0,0,0,0,1,522 Water or steam leak,N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Seacliff,POINT (-122.487423 37.785572),2020/03/10 08:10:38 PM,2025/03/16 02:20:48 AM
20030744,0,200307440,1880 PINE ST 11TH,2020/03/10,200703907,2020/03/10 07:59:13 PM,2020/03/10 08:02:23 PM,2020/03/10 08:14:18 PM,San Francisco,94109,B04,38,3325,3,10,0,0,0,0,,,,0,0,0,0,1,"743 Smoke detector activation, no fire - unintentional",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Pacific Heights,POINT (-122.426721 37.788899),2020/03/10 08:14:18 PM,2025/03/16 02:20:48 AM
20030746,0,200307460,1045 MISSION ST 272,2020/03/10,200703919,2020/03/10 08:02:51 PM,2020/03/10 08:06:36 PM,2020/03/10 08:19:46 PM,San Francisco,94103,B03,01,2251,3,10,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,"60 Systems and services, other",,,,"000 Property Use, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.409656 37.780127),2020/03/10 08:19:46 PM,2025/03/16 02:20:48 AM
20030749,0,200307490,370 ELLIS STREET,2020/03/10,200703922,2020/03/10 08:04:07 PM,2020/03/10 08:07:32 PM,2020/03/10 08:16:08 PM,San Francisco,94102,B03,03,1461,3,11,0,0,0,0,,,,0,0,0,0,1,735 Alarm system sounded due to malfunction,N None,86 Investigate,,,,"439 Boarding/rooming house, residential hotels",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.412292 37.784997),2020/03/10 08:16:08 PM,2025/03/16 02:20:48 AM
20030751,0,200307510,1501 DAVIDSON AVENUE,2020/03/10,200703934,2020/03/10 08:07:53 PM,2020/03/10 08:13:01 PM,2020/03/10 08:13:01 PM,San Francisco,94124,B10,25,6441,1,4,0,0,0,0,,,,0,0,0,0,1,"151 Outside rubbish, trash or waste fire",N None,"10 Fire control or extinguishment, other",,,,0000 Tent/Encampment,,,,,,,,,,,,NA,,,,,,,,,,,,,,,10,Bayview Hunters Point,POINT (-122.389883 37.744658),2020/03/10 08:13:01 PM,2025/03/16 02:20:48 AM
20030752,0,200307520,789 PAGE STREET,2020/03/10,200703936,2020/03/10 08:09:06 PM,2020/03/10 08:13:36 PM,2020/03/10 08:41:50 PM,San Francisco,94117,B05,06,3636,3,10,0,0,0,0,,,,0,0,0,0,1,411 Gasoline or other flammable liquid spill,N None,45 Remove hazard,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Haight Ashbury,POINT (-122.433675 37.772583),2020/03/10 08:41:50 PM,2025/03/16 02:20:48 AM
20030759,0,200307590,FOLSOM STREET,2020/03/10,200703961,2020/03/10 08:16:28 PM,2020/03/10 08:20:50 PM,2020/03/10 08:22:46 PM,San Francisco,94105,B03,35,2137,1,4,0,0,0,0,,,,0,0,0,0,1,"150 Outside rubbish fire, other",N None,"10 Fire control or extinguishment, other",,,,"500 Mercantile, business, other",00 Other area of fire origin,2 Unintentional,UU Undetermined,,UU Undetermined,UU Undetermined,N None,,,,,NA,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.394485 37.787298),2020/03/10 08:22:46 PM,2025/03/16 02:20:48 AM
20030781,0,200307810,405 FLORIDA STREET,2020/03/10,200704148,2020/03/10 09:13:50 PM,2020/03/10 09:17:56 PM,2020/03/10 09:20:03 PM,San Francisco,94110,B02,07,5244,1,4,0,0,0,0,,,,0,0,0,0,1,"500 Service Call, other",N None,"00 Action taken, other",,,,"000 Property Use, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Mission,POINT (-122.411236 37.764141),2020/04/05 11:00:00 PM,2025/03/16 02:20:48 AM
20030788,0,200307880,135 4TH STREET,2020/03/10,200704241,2020/03/10 09:36:42 PM,2020/03/10 09:40:07 PM,2020/03/10 09:56:24 PM,San Francisco,94103,B03,01,2214,3,10,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,"60 Systems and services, other",,,,"000 Property Use, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.403593 37.784044),2020/03/10 09:56:24 PM,2025/03/16 02:20:48 AM
20030794,0,200307940,350 MISSION STREET,2020/03/10,200704278,2020/03/10 09:46:24 PM,2020/03/10 09:47:36 PM,2020/03/10 09:52:00 PM,San Francisco,94105,B03,35,2126,2,8,1,2,0,0,,,,0,0,0,0,1,"320 Emergency medical service incident, other",N None,"00 Action taken, other",,,,"500 Mercantile, business, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Financial District/South Beach,POINT (-122.396446 37.790907),2020/03/10 09:52:00 PM,2025/03/16 02:20:48 AM
20030810,0,200308100,FELL STREET,2020/03/10,200704470,2020/03/10 10:52:44 PM,2020/03/10 10:55:17 PM,2020/03/10 11:14:17 PM,San Francisco,94102,B02,05,3423,8,29,1,2,1,2,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,86 Investigate,,,,"962 Residential street, road or residential driveway",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Hayes Valley,POINT (-122.427727 37.775315),2020/03/10 11:14:17 PM,2025/03/16 02:20:48 AM
20030812,0,200308120,EDDY STREET,2020/03/10,200704478,2020/03/10 10:56:42 PM,2020/03/10 11:01:05 PM,2020/03/10 11:03:32 PM,San Francisco,94109,B02,03,1545,1,4,0,0,0,0,,,,0,0,0,0,1,"500 Service Call, other",N None,86 Investigate,,,,"960 Street, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.415885 37.783516),2020/03/10 11:03:32 PM,2025/03/16 02:20:48 AM
20030821,0,200308210,GEARY BL,2020/03/10,200704538,2020/03/10 11:20:25 PM,2020/03/10 11:23:28 PM,2020/03/10 11:38:26 PM,San Francisco,94121,B07,34,7264,5,18,2,3,0,0,,,,0,0,0,0,1,324 Motor vehicle accident with no injuries.,N None,86 Investigate,,,,"962 Residential street, road or residential driveway",,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.50187 37.779305),2020/03/10 11:38:26 PM,2025/03/16 02:20:48 AM
20030823,0,200308230,470 ALVARADO STREET,2020/03/10,200704554,2020/03/10 11:25:53 PM,2020/03/10 11:30:42 PM,2020/03/10 11:41:41 PM,San Francisco,94114,B06,11,5514,3,10,0,0,0,0,,,,0,0,0,0,1,"440 Electrical  wiring/equipment problem, other",N None,86 Investigate,64 Shut down system,,,419 1 or 2 family dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Noe Valley,POINT (-122.431437 37.753932),2020/03/10 11:41:41 PM,2025/03/16 02:20:48 AM
20030831,0,200308310,PAGE STREET,2020/03/10,200704602,2020/03/10 11:45:47 PM,2020/03/10 11:50:40 PM,2020/03/10 11:57:28 PM,San Francisco,94102,B02,36,3422,2,9,0,0,0,0,,,,0,0,0,0,1,622 No incident found on arrival at dispatch address,N None,86 Investigate,,,,"962 Residential street, road or residential driveway",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Hayes Valley,POINT (-122.42736 37.773454),2020/03/10 11:57:28 PM,2025/03/16 02:20:48 AM
20030833,0,200308330,175 6TH STREET,2020/03/10,200704623,2020/03/10 11:51:56 PM,2020/03/10 11:53:51 PM,2020/03/11 12:00:00 AM,San Francisco,94103,B03,01,2252,3,10,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,"60 Systems and services, other",,,,"000 Property Use, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.407364 37.780208),2020/03/11 12:00:00 AM,2025/03/16 02:20:48 AM
20030852,0,200308520,93 6TH ST 2ND,2020/03/11,200710122,2020/03/11 12:58:49 AM,2020/03/11 01:02:47 AM,2020/03/11 01:07:07 AM,San Francisco,94103,B03,01,2251,3,10,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,"60 Systems and services, other",,,,"400 Residential, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.408783 37.781126),2020/03/11 01:07:07 AM,2025/03/16 02:20:48 AM
20030869,0,200308690,1720 CLAY ST 7,2020/03/11,200710219,2020/03/11 02:12:20 AM,2020/03/11 02:15:52 AM,2020/03/11 03:25:57 AM,San Francisco,94109,B04,41,3124,3,10,0,0,0,0,,,,0,0,0,0,1,"410 Combustible/flammable gas/liquid condition, other",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,Russian Hill,POINT (-122.421456 37.792403),2020/03/11 03:25:57 AM,2025/03/16 02:20:48 AM
20030871,0,200308710,9TH AVENUE,2020/03/11,200710261,2020/03/11 02:38:36 AM,2020/03/11 02:46:56 AM,2020/03/11 02:49:52 AM,San Francisco,94122,B08,22,7336,1,4,1,2,0,0,,,,0,0,0,0,1,"300 Rescue, EMS incident, other",N None,86 Investigate,,,,"962 Residential street, road or residential driveway",,,,,,,,,,,,NA,,,,,,,,,,,,,,,7,Inner Sunset,POINT (-122.465661 37.754708),2020/03/11 02:49:52 AM,2025/03/16 02:20:48 AM
20030886,0,200308860,179 JULIAN AVENUE,2020/03/11,200710373,2020/03/11 04:05:04 AM,2020/03/11 04:09:38 AM,2020/03/11 04:14:16 AM,San Francisco,94103,B02,06,5226,3,11,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Mission,POINT (-122.420851 37.765355),2020/03/11 04:14:16 AM,2025/03/16 02:20:48 AM
20030896,0,200308960,13TH STREET,2020/03/11,200710434,2020/03/11 04:46:36 AM,2020/03/11 04:51:35 AM,2020/03/11 04:51:46 AM,Treasure Isla,94130,B03,48,2931,2,9,0,0,0,0,,,,0,0,0,0,1,"500 Service Call, other",N None,86 Investigate,,,,"900 Outside or special property, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,Treasure Island,POINT (-122.372032 37.828355),2020/03/11 04:51:46 AM,2025/03/16 02:20:48 AM
20030901,0,200309010,57 TAYLOR STREET,2020/03/11,200710494,2020/03/11 05:40:58 AM,2020/03/11 05:43:34 AM,2020/03/11 06:18:54 AM,San Francisco,94102,B03,01,1454,4,15,2,3,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.410738 37.782631),2020/03/11 06:18:54 AM,2025/03/16 02:20:48 AM
20030908,0,200309080,2150 THE,2020/03/11,200710527,2020/03/11 06:11:08 AM,2020/03/11 06:15:38 AM,2020/03/11 06:16:57 AM,San Francisco,94133,B01,28,0939,4,15,0,0,0,0,,,,0,0,0,0,1,"745 Alarm system activation, no fire - unintentional",N None,86 Investigate,,,,"500 Mercantile, business, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,North Beach,POINT (-122.409827 37.808591),2020/03/11 06:16:57 AM,2025/03/16 02:20:48 AM
20030909,0,200309090,241 6TH STREET,2020/03/11,200710553,2020/03/11 06:34:31 AM,2020/03/11 06:38:04 AM,2020/03/11 06:49:11 AM,San Francisco,94103,B03,01,2252,3,10,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,"70 Assistance, other",,,,"400 Residential, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.406258 37.779375),2020/03/11 06:49:11 AM,2025/03/16 02:20:48 AM
20030914,0,200309140,HOWARD STREET,2020/03/11,200710629,2020/03/11 07:08:09 AM,2020/03/11 07:11:58 AM,2020/03/11 08:01:57 AM,San Francisco,94103,B03,01,2314,1,4,1,2,0,0,,,,0,0,0,0,1,"311 Medical assist, assist EMS crew",N None,31 Provide first aid & check for injuries,,,,963 Street or road in commercial area,,,,,,,,,,,,NA,,,,,,,,,,,,,,,6,South of Market,POINT (-122.411609 37.776221),2020/03/11 08:01:57 AM,2025/03/16 02:20:48 AM
20030916,0,200309160,HOLLIS STREET,2020/03/11,200710636,2020/03/11 07:10:51 AM,2020/03/11 07:15:06 AM,2020/03/11 07:29:52 AM,San Francisco,94115,B04,05,3514,1,5,0,0,0,0,,,,0,0,0,0,1,"500 Service Call, other",N None,45 Remove hazard,,,,"960 Street, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Western Addition,POINT (-122.430053 37.782673),2020/03/11 07:29:52 AM,2025/03/16 02:20:48 AM
20030919,0,200309190,21 6,2020/03/11,200710690,2020/03/11 07:27:44 AM,2020/03/11 07:32:48 AM,2020/03/11 07:42:15 AM,Presidio,94129,B07,51,4611,3,10,0,0,0,0,,,,0,0,0,0,1,"743 Smoke detector activation, no fire - unintentional",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Presidio,POINT (-122.450499 37.799174),2020/03/11 07:42:15 AM,2025/03/16 02:20:48 AM
20030921,0,200309210,505 OFARRELL ST 211,2020/03/11,200710702,2020/03/11 07:32:58 AM,2020/03/11 07:37:19 AM,2020/03/11 07:42:18 AM,San Francisco,94102,B04,03,1544,1,5,0,0,0,0,,,,0,0,0,0,1,554 Assist invalid,N None,71 Assist physically disabled,,,,"400 Residential, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,5,Tenderloin,POINT (-122.413103 37.785703),2020/03/11 07:42:18 AM,2025/03/16 02:20:48 AM
20030927,0,200309270,550 BUENA VISTA AVENUE WEST,2020/03/11,200710743,2020/03/11 07:42:11 AM,2020/03/11 07:47:55 AM,2020/03/11 08:05:15 AM,San Francisco,94117,B05,12,5142,1,4,0,0,0,0,,,,0,0,0,0,1,"150 Outside rubbish fire, other",N None,"00 Action taken, other",,,,"960 Street, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Haight Ashbury,POINT (-122.441379 37.768564),2020/03/11 08:05:15 AM,2025/03/16 02:20:48 AM
20030932,0,200309320,17TH STREET,2020/03/11,200710859,2020/03/11 08:09:54 AM,2020/03/11 08:12:16 AM,2020/03/11 08:46:23 AM,San Francisco,94114,B02,06,5251,1,4,1,2,0,0,,,,0,0,0,0,1,323 Motor vehicle/pedestrian accident (MV Ped),N None,31 Provide first aid & check for injuries,,,,NNN None,,,,,,,,,,,,NA,,,,,,,,,,,,,,,8,Castro/Upper Market,POINT (-122.428509 37.76289),2020/03/11 08:46:23 AM,2025/03/16 02:20:48 AM
20030940,0,200309400,190 COLERIDGE ST 106,2020/03/11,200710963,2020/03/11 08:33:14 AM,2020/03/11 08:39:16 AM,2020/03/11 10:22:38 AM,San Francisco,94110,B06,11,5662,1,5,1,2,0,0,,,,0,0,0,0,1,554 Assist invalid,N None,73 Provide manpower,,,,459 Residential board and care,,,,,,,,,,,,NA,,,,,,,,,,,,,,,9,Bernal Heights,POINT (-122.420358 37.742874),2020/03/11 10:22:38 AM,2025/03/16 02:20:48 AM
20030950,0,200309500,500 JEFFERSON STREET,2020/03/11,200711118,2020/03/11 09:03:10 AM,2020/03/11 09:09:54 AM,2020/03/11 09:16:25 AM,San Francisco,94109,B01,28,1616,3,11,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,86 Investigate,,,,"500 Mercantile, business, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,2,Russian Hill,POINT (-122.421054 37.806941),2020/03/11 09:16:25 AM,2025/03/16 02:20:48 AM
20030953,0,200309530,302 JEFFERSON STREET,2020/03/11,200711133,2020/03/11 09:05:04 AM,2020/03/11 09:10:59 AM,2020/03/11 09:24:43 AM,San Francisco,94133,B01,28,0947,4,12,0,0,0,0,,,,0,0,0,0,1,"700 False alarm or false call, other",N None,86 Investigate,,,,"500 Mercantile, business, other",,,,,,,,,,,,NA,,,,,,,,,,,,,,,3,North Beach,POINT (-122.41791 37.808419),2020/03/11 09:24:43 AM,2025/03/16 02:20:48 AM
20030960,0,200309600,532 28TH AV 2,2020/03/11,200711215,2020/03/11 09:19:27 AM,2020/03/11 09:23:42 AM,2020/03/11 09:31:08 AM,San Francisco,94121,B07,14,7226,3,10,0,0,0,0,,,,0,0,0,0,1,"600 Good intent call, other",N None,86 Investigate,,,,429 Multifamily dwelling,,,,,,,,,,,,NA,,,,,,,,,,,,,,,1,Outer Richmond,POINT (-122.487812 37.779296),2020/03/11 09:31:08 AM,2025/03/16 02:20:48 AM
